Utterance.ID,Timestamp,Trial.ID,Condition,Cluster.ID,IS_NEW_REPRESENTATIVE,Is.Representative,Is.Junk,Utterance,Cluster.Size,Intra.Complete,Intra.Average,Inter.Complete,Inter.Single,Inter.Average,Inter.Hausforff
284,NA,NA,NA,101,0,0,1,This cameras exposure is unlimited as long as you are in bulb mode.,2641,1,0.463772822027334,0,0,0,0
293,NA,NA,NA,51,0,0,1,what can I do for you,2641,1,0.463772822027334,0,0,0,0
299,NA,NA,NA,10,0,0,1,Ok ask me if you need any more help,2641,1,0.463772822027334,0,0,0,0
302,NA,NA,NA,120,0,0,1,The autofocus point info is not listed for this particular model.,2641,1,0.463772822027334,0,0,0,0
324,NA,NA,NA,25,0,0,1,"This one is light, cheap, still has 16 megapixels resolution, and is loaded with cool effects.",2641,1,0.463772822027334,0,0,0,0
333,NA,NA,NA,51,0,0,1,yes what can I do for you,2641,1,0.463772822027334,0,0,0,0
340,NA,NA,NA,101,0,0,1,The camera lets you expose as long as you would like to in bulb mode.,2641,1,0.463772822027334,0,0,0,0
341,NA,NA,NA,19,0,0,1,This one has 24.7 megapixels of resolution.,2641,1,0.463772822027334,0,0,0,0
362,NA,NA,NA,120,0,0,1,Autofocus points are not listed for this camera right now.,2641,1,0.463772822027334,0,0,0,0
380,NA,NA,NA,81,0,0,1,The Sony Alpha 5100 has 179 autofocus points.,2641,1,0.463772822027334,0,0,0,0
394,NA,NA,NA,0,0,0,1,You'll love this camera's weight of only 300 grams letting you easily keep it with you no matter what.,2641,1,0.463772822027334,0,0,0,0
426,NA,NA,NA,16,0,0,1,"This camera has 17 exposure modes; such as backlighting, beach, as well as close-up.",2641,1,0.463772822027334,0,0,0,0
436,NA,NA,NA,121,0,0,1,if you have any questions just let me know,2641,1,0.463772822027334,0,0,0,0
438,NA,NA,NA,116,0,0,1,There are limited manual settings for the camera.,2641,1,0.463772822027334,0,0,0,0
440,NA,NA,NA,9,0,0,1,"This is a very light camera, weighing in at 120 grams.",2641,1,0.463772822027334,0,0,0,0
462,NA,NA,NA,122,0,0,1,"Yes, it can take long exposures. It has a bulb mode that allows you to expose for as long as you want to.",2641,1,0.463772822027334,0,0,0,0
475,NA,NA,NA,44,0,0,1,This cameras sensor is 1/2.3 inch CCD.,2641,1,0.463772822027334,0,0,0,0
489,NA,NA,NA,80,0,0,1,if you have any other questions just please call me,2641,1,0.463772822027334,0,0,0,0
490,NA,NA,NA,0,0,0,1,yes what can I do for you today,2641,1,0.463772822027334,0,0,0,0
491,NA,NA,NA,88,0,0,1,This Sony is $350 and has 179 autofocus points.,2641,1,0.463772822027334,0,0,0,0
519,NA,NA,NA,48,0,0,1,The camera price is $350.,2641,1,0.463772822027334,0,0,0,0
522,NA,NA,NA,129,0,0,1,any other questions,2641,1,0.463772822027334,0,0,0,0
526,NA,NA,NA,38,0,0,1,"With this model, you get ISO of 3200.",2641,1,0.463772822027334,0,0,0,0
532,NA,NA,NA,26,0,0,1,It has both automatic and manual settings.,2641,1,0.463772822027334,0,0,0,0
549,NA,NA,NA,21,0,0,1,please let me know if I can help you,2641,1,0.463772822027334,0,0,0,0
551,NA,NA,NA,0,0,0,1,This Nikon has 20 megapixels and 35x zoom.,2641,1,0.463772822027334,0,0,0,0
553,NA,NA,NA,121,0,0,1,so you have anymore questions just let me know,2641,1,0.463772822027334,0,0,0,0
555,NA,NA,NA,122,0,0,1,This one will take exposures for as long as you want.,2641,1,0.463772822027334,0,0,0,0
560,NA,NA,NA,81,0,0,1,The camera here has autofocus point information that was not given to us. Sorry.,2641,1,0.463772822027334,0,0,0,0
570,NA,NA,NA,26,0,0,1,The JX660 has limited manual settings.,2641,1,0.463772822027334,0,0,0,0
584,NA,NA,NA,6,0,0,1,The FinePix JX660 weighs only 120 grams.,2641,1,0.463772822027334,0,0,0,0
596,NA,NA,NA,120,0,0,1,"Sorry, but the number of autofocus points isn't in my detail sheet.",2641,1,0.463772822027334,0,0,0,0
605,NA,NA,NA,64,0,0,1,"The Nikon Coolpix A900 is a great compact digital camera. It has great modes, high resolution, great optical zoom, and a wonderful price.",2641,1,0.463772822027334,0,0,0,0
621,NA,NA,NA,22,0,0,1,if you need anything else please call me,2641,1,0.463772822027334,0,0,0,0
640,NA,NA,NA,46,0,0,1,"With this one, you pay $400.",2641,1,0.463772822027334,0,0,0,0
641,NA,NA,NA,31,0,0,1,This camera has both manual and automatic settings letting you get the perfect picture no matter your skill level.,2641,1,0.463772822027334,0,0,0,0
659,NA,NA,NA,23,0,0,1,It's got a 1/2.3 inch CCD sensor.,2641,1,0.463772822027334,0,0,0,0
662,NA,NA,NA,15,0,0,1,With this camera you will have up to 5x optical zoom.,2641,1,0.463772822027334,0,0,0,0
685,NA,NA,NA,80,0,0,1,if you have any other questions just please call me,2641,1,0.463772822027334,0,0,0,0
689,NA,NA,NA,0,0,0,1,$400 is what you will pay for this model.,2641,1,0.463772822027334,0,0,0,0
701,NA,NA,NA,123,0,0,1,okay thanks have a good sign if you have any questions please just ask okay thank you,2641,1,0.463772822027334,0,0,0,0
726,NA,NA,NA,15,0,0,1,It has a 35x zoom.,2641,1,0.463772822027334,0,0,0,0
742,NA,NA,NA,101,0,0,1,Yes as long as you would like in bulb mode.,2641,1,0.463772822027334,0,0,0,0
745,NA,NA,NA,88,0,0,1,This Sony Alpha is $350 and has 179 autofocus points.,2641,1,0.463772822027334,0,0,0,0
751,NA,NA,NA,9,0,0,1,The camera weight is a very manageable 225 grams.,2641,1,0.463772822027334,0,0,0,0
752,NA,NA,NA,21,0,0,1,please let me know if I can help you,2641,1,0.463772822027334,0,0,0,0
765,NA,NA,NA,121,0,0,1,so you have anymore questions just let me know,2641,1,0.463772822027334,0,0,0,0
768,NA,NA,NA,120,0,0,1,There are nearly 100 autofocus points,2641,1,0.463772822027334,0,0,0,0
794,NA,NA,NA,122,0,0,1,You can take exposures for any length of time in bulb mode using this camera.,2641,1,0.463772822027334,0,0,0,0
852,NA,NA,NA,122,0,0,1,The exposures on this can go as long as one wants in bulb mode.,2641,1,0.463772822027334,0,0,0,0
858,NA,NA,NA,0,0,0,1,"I really can't tell you how many autofocus points there are. Sorry about that, but it isn't listed.",2641,1,0.463772822027334,0,0,0,0
860,NA,NA,NA,129,0,0,1,any other questions,2641,1,0.463772822027334,0,0,0,0
868,NA,NA,NA,0,0,0,1,The full automatic settings will make taking a picture a snap. If the camera doesn't get that perfect shot for you you always have the option to adjust some limited settings.,2641,1,0.463772822027334,0,0,0,0
887,NA,NA,NA,21,0,0,1,please let me know if I can help you,2641,1,0.463772822027334,0,0,0,0
896,NA,NA,NA,131,0,0,1,I'm sorry i do not have this information.,2641,1,0.463772822027334,0,0,0,0
908,NA,NA,NA,11,0,0,1,The ISO of this one goes from 100 to 25600.,2641,1,0.463772822027334,0,0,0,0
917,NA,NA,NA,23,0,0,1,This one comes with a 1/2.3 inch CCD sensor.,2641,1,0.463772822027334,0,0,0,0
927,NA,NA,NA,26,0,0,1,It has both automatic and manual settings.,2641,1,0.463772822027334,0,0,0,0
930,NA,NA,NA,121,0,0,1,so you have anymore questions just let me know,2641,1,0.463772822027334,0,0,0,0
947,NA,NA,NA,129,0,0,1,any other questions,2641,1,0.463772822027334,0,0,0,0
969,NA,NA,NA,42,0,0,1,The colors of this can be black or white.,2641,1,0.463772822027334,0,0,0,0
976,NA,NA,NA,9,0,0,1,This camera's weight is 300 grams.,2641,1,0.463772822027334,0,0,0,0
978,NA,NA,NA,31,0,0,1,"This camera's got two settings, both manual and autofocus.",2641,1,0.463772822027334,0,0,0,0
982,NA,NA,NA,24,0,0,1,"The Nikon Coolpix A900 is a great compact digital camera. It's easy to use, has high resolution, a good optical zoom, both manual and automatic settings, and 17 preset exposure modes. The price is good as well.",2641,1,0.463772822027334,0,0,0,0
1005,NA,NA,NA,1,0,0,1,it's good afternoon how can I help,2641,1,0.463772822027334,0,0,0,0
1014,NA,NA,NA,10,0,0,1,Ok ask me if you need any more help,2641,1,0.463772822027334,0,0,0,0
1017,NA,NA,NA,79,0,0,1,It's got 24.7 megapixels of resolution.,2641,1,0.463772822027334,0,0,0,0
1021,NA,NA,NA,121,0,0,1,if you have any questions just let me know,2641,1,0.463772822027334,0,0,0,0
1049,NA,NA,NA,0,0,0,1,There are 17 exposure modes like backlighting and close up.,2641,1,0.463772822027334,0,0,0,0
1056,NA,NA,NA,80,0,0,1,if you have any other questions just please call me,2641,1,0.463772822027334,0,0,0,0
1067,NA,NA,NA,16,0,0,1,This camera has 17 exposure modes.,2641,1,0.463772822027334,0,0,0,0
1082,NA,NA,NA,6,0,0,1,The FinePix JX660 weighs only 120 grams.,2641,1,0.463772822027334,0,0,0,0
1085,NA,NA,NA,123,0,0,1,okay thanks have a good sign if you have any questions please just ask okay thank you,2641,1,0.463772822027334,0,0,0,0
1095,NA,NA,NA,38,0,0,1,The camera ISO is 100 to 3200.,2641,1,0.463772822027334,0,0,0,0
1098,NA,NA,NA,26,0,0,1,The JX660 has limited manual settings.,2641,1,0.463772822027334,0,0,0,0
1101,NA,NA,NA,128,0,0,1,This sensor is a 1/2.3 inch CCD sensor.,2641,1,0.463772822027334,0,0,0,0
1118,NA,NA,NA,49,0,0,1,This one can take 25 second exposures.,2641,1,0.463772822027334,0,0,0,0
1143,NA,NA,NA,26,0,0,1,The FinePix JX660 has limited manual settings.,2641,1,0.463772822027334,0,0,0,0
1175,NA,NA,NA,31,0,0,1,"With this camera, you can use both manual and automatic settings.",2641,1,0.463772822027334,0,0,0,0
1196,NA,NA,NA,122,0,0,1,This model takes exposures for as long as you want.,2641,1,0.463772822027334,0,0,0,0
1236,NA,NA,NA,41,0,0,1,The ISO is quite high as it starts at 100 and goes all the way up to 25600.,2641,1,0.463772822027334,0,0,0,0
1245,NA,NA,NA,53,0,0,1,"Actually, you have the option of using manual and automatic settings with this camera; it's up to you.",2641,1,0.463772822027334,0,0,0,0
1246,NA,NA,NA,106,0,0,1,Sorry i'm not sure what effects the camera has.,2641,1,0.463772822027334,0,0,0,0
1273,NA,NA,NA,13,0,0,1,You'll be fully satisfied with this camera's automatic settings. It even has full manual settings allowing you total control of your pictures.,2641,1,0.463772822027334,0,0,0,0
1275,NA,NA,NA,38,0,0,1,Its ISO has a max of 3200.,2641,1,0.463772822027334,0,0,0,0
1279,NA,NA,NA,47,0,0,1,This camera can have the ISO set between 100 and 25600.,2641,1,0.463772822027334,0,0,0,0
1294,NA,NA,NA,38,0,0,1,This compact digital model is $400 and has ISO up to 3200.,2641,1,0.463772822027334,0,0,0,0
1295,NA,NA,NA,15,0,0,1,"With this one, you will get 35x optical zoom.",2641,1,0.463772822027334,0,0,0,0
1301,NA,NA,NA,69,0,0,1,"In terms of settings, the camera we're looking at has limited manual settings.",2641,1,0.463772822027334,0,0,0,0
1303,NA,NA,NA,63,0,0,1,good afternoon how can I help you today,2641,1,0.463772822027334,0,0,0,0
1316,NA,NA,NA,87,0,0,1,I do not have information about the autofocus points of this camera.,2641,1,0.463772822027334,0,0,0,0
1352,NA,NA,NA,0,0,0,1,$400 is what you will pay for this model.,2641,1,0.463772822027334,0,0,0,0
1354,NA,NA,NA,0,0,0,1,There are 17 exposure modes such as close up and backlighting.,2641,1,0.463772822027334,0,0,0,0
1371,NA,NA,NA,11,0,0,1,The ISO is 25600.,2641,1,0.463772822027334,0,0,0,0
1375,NA,NA,NA,121,0,0,1,so you have anymore questions just let me know,2641,1,0.463772822027334,0,0,0,0
1379,NA,NA,NA,58,0,0,1,The cost is $155.,2641,1,0.463772822027334,0,0,0,0
1446,NA,NA,NA,34,0,0,1,It comes with a 24.7 megapixels resolution.,2641,1,0.463772822027334,0,0,0,0
1473,NA,NA,NA,101,0,0,1,"Sure, you can expose for whatever time period you'd like in bulb mode.",2641,1,0.463772822027334,0,0,0,0
1480,NA,NA,NA,119,0,0,1,"The weight of the camera is quite lightweight, 225 grams.",2641,1,0.463772822027334,0,0,0,0
1485,NA,NA,NA,88,0,0,1,The Nikon Coolpix A900  is a portable digital camera that comes with 17 exposure modes and 99 autofocus points.,2641,1,0.463772822027334,0,0,0,0
1486,NA,NA,NA,58,0,0,1,"Well, this one is $400.",2641,1,0.463772822027334,0,0,0,0
1488,NA,NA,NA,34,0,0,1,It comes with a 20 megapixels resolution.,2641,1,0.463772822027334,0,0,0,0
1494,NA,NA,NA,10,0,0,1,Ok ask me if you need any more help,2641,1,0.463772822027334,0,0,0,0
1504,NA,NA,NA,38,0,0,1,You have en ISO range of 100 to 25600 with this camera.,2641,1,0.463772822027334,0,0,0,0
1505,NA,NA,NA,121,0,0,1,so you have anymore questions just let me know,2641,1,0.463772822027334,0,0,0,0
1509,NA,NA,NA,58,0,0,1,The cost on this is $400.,2641,1,0.463772822027334,0,0,0,0
1536,NA,NA,NA,81,0,0,1,The number of autofocus points that this camera has is 99.,2641,1,0.463772822027334,0,0,0,0
1549,NA,NA,NA,58,0,0,1,The cost is $400.,2641,1,0.463772822027334,0,0,0,0
1564,NA,NA,NA,10,0,0,1,Ok ask me if you need any more help,2641,1,0.463772822027334,0,0,0,0
1580,NA,NA,NA,64,0,0,1,"The Nikon Coolpix A900 is a great choice for a compact digital camera. It comes with several prset modes, high resolution, a high optical zoom, and both manual and automtatic settings!",2641,1,0.463772822027334,0,0,0,0
1587,NA,NA,NA,40,0,0,1,The ISO of this Fujifilm is 3200.,2641,1,0.463772822027334,0,0,0,0
1592,NA,NA,NA,22,0,0,1,if you need anything else please call me,2641,1,0.463772822027334,0,0,0,0
1597,NA,NA,NA,26,0,0,1,The A900 has automatic and manual settings.,2641,1,0.463772822027334,0,0,0,0
1598,NA,NA,NA,119,0,0,1,The weight of the camera is 300 grams.,2641,1,0.463772822027334,0,0,0,0
1618,NA,NA,NA,64,0,0,1,"The Nikon Coolpix A900 is a great compact digital camera. It has a lot of preset modes, high resolution, and large optical zoom. I think you'll love it!",2641,1,0.463772822027334,0,0,0,0
1629,NA,NA,NA,102,0,0,1,"This camera is very light, with a weight of just 300 grams.",2641,1,0.463772822027334,0,0,0,0
1634,NA,NA,NA,46,0,0,1,You can expect to pay $155 for this one.,2641,1,0.463772822027334,0,0,0,0
1643,NA,NA,NA,0,0,0,1,This Fujifilm has 5x zoom and 16 megapixels.,2641,1,0.463772822027334,0,0,0,0
1651,NA,NA,NA,0,0,0,1,The JX660 goes for only $155.,2641,1,0.463772822027334,0,0,0,0
1663,NA,NA,NA,121,0,0,1,if you have any questions just let me know,2641,1,0.463772822027334,0,0,0,0
1677,NA,NA,NA,24,0,0,1,"The Nikon Coolpix A900 is a great compact digital camera. It has a lot of preset exposures modes. It has a high resolution, and good optical zoom. It comes with both manual and automatic setings. It also has a lot of autofocus points. You get all of this for just $400!",2641,1,0.463772822027334,0,0,0,0
1678,NA,NA,NA,16,0,0,1,"The camera has 17 exposure modes like beach, close up and backlighting.",2641,1,0.463772822027334,0,0,0,0
1690,NA,NA,NA,46,0,0,1,This one is great cause it's only $155.,2641,1,0.463772822027334,0,0,0,0
1691,NA,NA,NA,69,0,0,1,The camera has manual settings that are limited.,2641,1,0.463772822027334,0,0,0,0
1693,NA,NA,NA,40,0,0,1,The ISO of this one is 100 to 3200.,2641,1,0.463772822027334,0,0,0,0
1697,NA,NA,NA,45,0,0,1,Yes it can do up to 8 seconds.,2641,1,0.463772822027334,0,0,0,0
1705,NA,NA,NA,46,0,0,1,This model goes for $400.,2641,1,0.463772822027334,0,0,0,0
1706,NA,NA,NA,80,0,0,1,if you have any other questions just please call me,2641,1,0.463772822027334,0,0,0,0
1707,NA,NA,NA,63,0,0,1,good afternoon how can I help you today,2641,1,0.463772822027334,0,0,0,0
1711,NA,NA,NA,40,0,0,1,This one's ISO goes to 25600.,2641,1,0.463772822027334,0,0,0,0
1716,NA,NA,NA,123,0,0,1,okay thanks have a good sign if you have any questions please just ask okay thank you,2641,1,0.463772822027334,0,0,0,0
1723,NA,NA,NA,44,0,0,1,The sensor size on this is 1/2.3 inch CCD sensor.,2641,1,0.463772822027334,0,0,0,0
1726,NA,NA,NA,26,0,0,1,There are limited manual settings.,2641,1,0.463772822027334,0,0,0,0
1760,NA,NA,NA,63,0,0,1,good afternoon how can I help you today,2641,1,0.463772822027334,0,0,0,0
1764,NA,NA,NA,113,0,0,1,"The effects include 12 awesome filters, like fireworks.",2641,1,0.463772822027334,0,0,0,0
1769,NA,NA,NA,121,0,0,1,if you have any questions just let me know,2641,1,0.463772822027334,0,0,0,0
1770,NA,NA,NA,63,0,0,1,good afternoon how can I help you today,2641,1,0.463772822027334,0,0,0,0
1782,NA,NA,NA,122,0,0,1,The camera takes long exposures as long as necessary.,2641,1,0.463772822027334,0,0,0,0
1784,NA,NA,NA,21,0,0,1,please let me know if I can help you,2641,1,0.463772822027334,0,0,0,0
1812,NA,NA,NA,64,0,0,1,"This well priced camera has has 17 exposure modes, 35x optical zoom, 99 autofocus points, and is a compact digital model.",2641,1,0.463772822027334,0,0,0,0
1816,NA,NA,NA,53,0,0,1,Depending on your preference you can choose manual and automatic settings.,2641,1,0.463772822027334,0,0,0,0
1819,NA,NA,NA,109,0,0,1,"With this one, you will get 20 megapixel resolution.",2641,1,0.463772822027334,0,0,0,0
1825,NA,NA,NA,121,0,0,1,so you have anymore questions just let me know,2641,1,0.463772822027334,0,0,0,0
1840,NA,NA,NA,22,0,0,1,if you need anything else please call me,2641,1,0.463772822027334,0,0,0,0
1858,NA,NA,NA,121,0,0,1,so you have anymore questions just let me know,2641,1,0.463772822027334,0,0,0,0
1881,NA,NA,NA,23,0,0,1,"Regarding sensor size, this model sports a 1/2.3 inch CCD sensor.",2641,1,0.463772822027334,0,0,0,0
1893,NA,NA,NA,80,0,0,1,if you have any other questions just please call me,2641,1,0.463772822027334,0,0,0,0
1901,NA,NA,NA,58,0,0,1,This one is $400.,2641,1,0.463772822027334,0,0,0,0
1907,NA,NA,NA,121,0,0,1,so you have anymore questions just let me know,2641,1,0.463772822027334,0,0,0,0
1914,NA,NA,NA,21,0,0,1,please let me know if I can help you,2641,1,0.463772822027334,0,0,0,0
1937,NA,NA,NA,0,0,0,1,This camera's very light weight of 225 grams lets you keep it on you at all times!,2641,1,0.463772822027334,0,0,0,0
1957,NA,NA,NA,15,0,0,1,This one has a 35x zoom.,2641,1,0.463772822027334,0,0,0,0
1970,NA,NA,NA,122,0,0,1,The exposures will go on forever in bulb mode.,2641,1,0.463772822027334,0,0,0,0
1972,NA,NA,NA,88,0,0,1,"With this great model, you get 179 autofocus points.",2641,1,0.463772822027334,0,0,0,0
1973,NA,NA,NA,78,0,0,1,"Optical zoom numbers aren't listed for this product, so I can't be sure.",2641,1,0.463772822027334,0,0,0,0
1976,NA,NA,NA,31,0,0,1,With this camera you have access to both manual and automatic settings.,2641,1,0.463772822027334,0,0,0,0
1983,NA,NA,NA,26,0,0,1,The JX660 has limited manual settings.,2641,1,0.463772822027334,0,0,0,0
1988,NA,NA,NA,22,0,0,1,if you need anything else please call me,2641,1,0.463772822027334,0,0,0,0
1999,NA,NA,NA,23,0,0,1,This one comes with a 1/2.3 inch CCD sensor.,2641,1,0.463772822027334,0,0,0,0
2002,NA,NA,NA,64,0,0,1,This compact digital model is $400.,2641,1,0.463772822027334,0,0,0,0
2012,NA,NA,NA,0,0,0,1,The effects on this include landscape and night portrait.,2641,1,0.463772822027334,0,0,0,0
2033,NA,NA,NA,46,0,0,1,"Well, this one is 120 grams, costs $155, has great iso, and lots of effects.",2641,1,0.463772822027334,0,0,0,0
2034,NA,NA,NA,38,0,0,1,The camera ISO is 100 to 3200.,2641,1,0.463772822027334,0,0,0,0
2035,NA,NA,NA,58,0,0,1,The cost is $155.,2641,1,0.463772822027334,0,0,0,0
2062,NA,NA,NA,0,0,0,1,"This camera adjusts all the settings by itself, but if you want to change it up just a little you do get some manual adjustment.",2641,1,0.463772822027334,0,0,0,0
2075,NA,NA,NA,63,0,0,1,good afternoon how can I help you today,2641,1,0.463772822027334,0,0,0,0
2076,NA,NA,NA,64,0,0,1,This compact digital model is $400.,2641,1,0.463772822027334,0,0,0,0
2083,NA,NA,NA,129,0,0,1,any other questions,2641,1,0.463772822027334,0,0,0,0
2093,NA,NA,NA,91,0,0,1,This camera uses automatic settings with limited manual adjustments possible.,2641,1,0.463772822027334,0,0,0,0
2095,NA,NA,NA,6,0,0,1,It's pretty lightweight at 120 grams.,2641,1,0.463772822027334,0,0,0,0
2096,NA,NA,NA,121,0,0,1,if you have any questions just let me know,2641,1,0.463772822027334,0,0,0,0
2103,NA,NA,NA,121,0,0,1,if you have any questions just let me know,2641,1,0.463772822027334,0,0,0,0
2105,NA,NA,NA,49,0,0,1,The exposures on this can go on forever in bulb mode.,2641,1,0.463772822027334,0,0,0,0
2106,NA,NA,NA,123,0,0,1,okay thanks have a good sign if you have any questions please just ask okay thank you,2641,1,0.463772822027334,0,0,0,0
2122,NA,NA,NA,81,0,0,1,The Sony Alpha has 179 autofocus points.,2641,1,0.463772822027334,0,0,0,0
2124,NA,NA,NA,21,0,0,1,please let me know if I can help you,2641,1,0.463772822027334,0,0,0,0
2141,NA,NA,NA,31,0,0,1,There are both manual and automatic settings on this camera.,2641,1,0.463772822027334,0,0,0,0
2142,NA,NA,NA,21,0,0,1,please let me know if I can help you,2641,1,0.463772822027334,0,0,0,0
2154,NA,NA,NA,49,0,0,1,This one can take 25 second exposures.,2641,1,0.463772822027334,0,0,0,0
2155,NA,NA,NA,10,0,0,1,Ok ask me if you need any more help,2641,1,0.463772822027334,0,0,0,0
2171,NA,NA,NA,0,0,0,1,You'll pay $350 for this model.,2641,1,0.463772822027334,0,0,0,0
2182,NA,NA,NA,64,0,0,1,"The Nikon Coolpix A900 is a great choice for a compact digital camera. It comes with several prset modes, high resolution, a high optical zoom, and both manual and automtatic settings!",2641,1,0.463772822027334,0,0,0,0
2190,NA,NA,NA,88,0,0,1,The Nikon Coolpix A900  is a portable digital camera that comes with 17 exposure modes and 99 autofocus points.,2641,1,0.463772822027334,0,0,0,0
2195,NA,NA,NA,85,0,0,1,The 20 megapixel resolution on this camea lets you get some beautiful images.,2641,1,0.463772822027334,0,0,0,0
2196,NA,NA,NA,38,0,0,1,"With this model, you get ISO of 3200.",2641,1,0.463772822027334,0,0,0,0
2199,NA,NA,NA,38,0,0,1,This compact digital model is $400 and has ISO up to 3200.,2641,1,0.463772822027334,0,0,0,0
2203,NA,NA,NA,53,0,0,1,The coolpix A900 has manual as well as automatic settings.,2641,1,0.463772822027334,0,0,0,0
2211,NA,NA,NA,0,0,0,1,This Nikon has 20 megapixels and 35x zoom.,2641,1,0.463772822027334,0,0,0,0
2223,NA,NA,NA,93,0,0,1,"It has 179 autofocus points, quite a bit.",2641,1,0.463772822027334,0,0,0,0
2231,NA,NA,NA,88,0,0,1,This Canon has 61 autofocus points and 6400 ISO.,2641,1,0.463772822027334,0,0,0,0
2244,NA,NA,NA,26,0,0,1,This one has automatic and manual settings.,2641,1,0.463772822027334,0,0,0,0
2249,NA,NA,NA,121,0,0,1,if you have any questions just let me know,2641,1,0.463772822027334,0,0,0,0
2259,NA,NA,NA,96,0,0,1,This is an ultra-compact shockproof waterproof digital model.,2641,1,0.463772822027334,0,0,0,0
2260,NA,NA,NA,129,0,0,1,any other questions,2641,1,0.463772822027334,0,0,0,0
2262,NA,NA,NA,122,0,0,1,You can take exposure shots for as long as you want.,2641,1,0.463772822027334,0,0,0,0
2271,NA,NA,NA,46,0,0,1,One would pay $800 for this model.,2641,1,0.463772822027334,0,0,0,0
2279,NA,NA,NA,87,0,0,1,"There are various presets on this, but I don't have more info.",2641,1,0.463772822027334,0,0,0,0
2281,NA,NA,NA,6,0,0,1,The DSC-RX0 weighs only 110 grams.,2641,1,0.463772822027334,0,0,0,0
2282,NA,NA,NA,41,0,0,1,Its ISO starts at 125 and goes all the way up to 12800.,2641,1,0.463772822027334,0,0,0,0
2283,NA,NA,NA,87,0,0,1,"I'm not sure about that right now, as I don't have the exposure info.",2641,1,0.463772822027334,0,0,0,0
2285,NA,NA,NA,121,0,0,1,so you have anymore questions just let me know,2641,1,0.463772822027334,0,0,0,0
2289,NA,NA,NA,80,0,0,1,if you have any other questions just please call me,2641,1,0.463772822027334,0,0,0,0
2290,NA,NA,NA,51,0,0,1,yes what can I do for you,2641,1,0.463772822027334,0,0,0,0
2291,NA,NA,NA,39,0,0,1,"This one is $500, weighs 110 grams, and doesn't have a zoom.",2641,1,0.463772822027334,0,0,0,0
2292,NA,NA,NA,96,0,0,1,This digital camera is a ultra compact shockproof waterproof model.,2641,1,0.463772822027334,0,0,0,0
2293,NA,NA,NA,69,0,0,1,The camera has manual settings but they are limited.,2641,1,0.463772822027334,0,0,0,0
