,SHOPKEEPER_SPEECH,SHOPKEEPER,SPATIAL_STATE,CLUSTER_ID,TYPICAL_VECTOR,INTRACLUSTER_DISTANCE,TSS,IS_BAD_CLUSTER
550,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
551,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
389,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
468,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
688,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
467,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
372,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
559,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
540,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
797,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
610,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
401,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
466,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
59,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
198,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
34,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
511,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
280,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
512,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
12,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
502,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
492,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
320,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
33,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
22,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
11,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
666,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
23,NONE,PROACTIVE,WAITING;NONE,0;WAITING;NONE,-,1,,-
3205,this one is a mirrorless camera you can set it manually and automatically,PASSIVE,PRESENT_X;SONY,100;PRESENT_X;SONY,*,0.3265405695,,-
3925,"please follow me, this camera is a mirrorless camera it cost $550",PASSIVE,PRESENT_X;SONY,100;PRESENT_X;SONY,-,0.3265405695,,-
2060,"it's actually a mirrorless camera so lot of the mechanisms in the big cameras are not here, so that's how they managed to save a lot of weight",PROACTIVE,PRESENT_X;SONY,100;PRESENT_X;SONY,-,0.3265405695,,-
907,the picture quality is almost as good as those because it's a mirrorless camera there's a lot of saving in the weight,PROACTIVE,PRESENT_X;SONY,100;PRESENT_X;SONY,-,0.3265405695,,-
1027,"first it's a mirrorless camera, so it's a bit like having an extra element in the lens so the light is going to pass through one more thing before it reaches the sensor",PROACTIVE,PRESENT_X;SONY,100;PRESENT_X;SONY,-,0.3265405695,,-
101,there are so many things that it becomes very personal for me one of the exciting things is it's a mirrorless camera,PROACTIVE,PRESENT_X;SONY,100;PRESENT_X;SONY,-,0.3265405695,,-
4378,you're welcome,PASSIVE,WAITING;NONE,101;WAITING;NONE,-,0.6030523595,,-
4326,you're welcome,PASSIVE,WAITING;NONE,101;WAITING;NONE,*,0.6030523595,,-
3203,your welcome,PASSIVE,WAITING;NONE,101;WAITING;NONE,-,0.6030523595,,-
2948,you are welcome,PASSIVE,WAITING;NONE,101;WAITING;NONE,-,0.6030523595,,-
4059,you are welcome,PASSIVE,WAITING;NONE,101;WAITING;NONE,-,0.6030523595,,-
3633,you are welcome,PASSIVE,WAITING;NONE,101;WAITING;NONE,-,0.6030523595,,-
4182,you're welcome,PASSIVE,WAITING;NONE,101;WAITING;NONE,-,0.6030523595,,-
2991,you are welcome,PASSIVE,WAITING;NONE,101;WAITING;NONE,-,0.6030523595,,-
2933,you are welcome,PASSIVE,WAITING;NONE,101;WAITING;NONE,-,0.6030523595,,-
3364,you're welcome,PASSIVE,WAITING;NONE,101;WAITING;NONE,-,0.6030523595,,-
3317,you're welcome,PASSIVE,WAITING;NONE,101;WAITING;NONE,-,0.6030523595,,-
3358,you're welcome,PASSIVE,WAITING;NONE,101;WAITING;NONE,-,0.6030523595,,-
3109,you are welcome,PASSIVE,WAITING;NONE,101;WAITING;NONE,-,0.6030523595,,-
3881,you're welcome,PASSIVE,WAITING;NONE,101;WAITING;NONE,-,0.6030523595,,-
1961,yes of course how can I help,PROACTIVE,PRESENT_X;SONY,102;PRESENT_X;SONY,*,0.7347074747,,-
2177,Yes of course you had a camera before,PROACTIVE,PRESENT_X;SONY,102;PRESENT_X;SONY,-,0.7347074747,,-
2171,"this is the new Canon, this is the latest model probably your lenses will work quite well with it, please take it up see how it feels in your hand hands",PROACTIVE,PRESENT_X;CANON,103;PRESENT_X;CANON,-,0.5097801685,,-
2526,"pick it up feel the weight see how it feels in your hands it's a new way of working, isn't it",PROACTIVE,PRESENT_X;CANON,103;PRESENT_X;CANON,-,0.5097801685,,-
2470,"there are two main options here, this is the fully professional photojournalism style camera anything creatively you wanted to do to type pictures you could do with this camera, pick it up feel how it feels in your hands it weighs a kilogram and when you add lens it will double the weight",PROACTIVE,PRESENT_X;CANON,103;PRESENT_X;CANON,-,0.5097801685,,-
1681,pick it up and see how it feels in your hands,PROACTIVE,PRESENT_X;CANON,103;PRESENT_X;CANON,-,0.5097801685,,-
1113,this is the new Mark 3 please pick it up and feel it in your hands,PROACTIVE,PRESENT_X;CANON,103;PRESENT_X;CANON,-,0.5097801685,,-
307,would you like to pick it up and see how it feels in your hand,PROACTIVE,PRESENT_X;CANON,103;PRESENT_X;CANON,*,0.5097801685,,-
650,"yes it's very clever that way, it's got great picture quality as well",PROACTIVE,PRESENT_X;NIKON,104;PRESENT_X;NIKON,-,0.3303014711,,-
395,and the cameras with good control that take great pictures but are simple to use are over here,PROACTIVE,PRESENT_X;NIKON,104;PRESENT_X;NIKON,*,0.3303014711,,-
1237,would you like to try taking a picture first check out the great quality,PROACTIVE,PRESENT_X;NIKON,104;PRESENT_X;NIKON,-,0.3303014711,,-
1606,yes it's point and shoot and you can see the great picture quality that just if we if you open up one of the pictures there and zoom in you can see its come up beautifully and would like a lovely print as well,PROACTIVE,PRESENT_X;NIKON,104;PRESENT_X;NIKON,-,0.3303014711,,-
1512,is the art school paying,PROACTIVE,PRESENT_X;CANON,105;PRESENT_X;CANON,-,0.3768350258,,-
1510,art school so are you in a studio set up or are you going out into the field much,PROACTIVE,PRESENT_X;CANON,105;PRESENT_X;CANON,-,0.3768350258,,-
2471,"yes and you can see how heavy it is how do you like to work in the field is, is it has a camera something you carry with you all the time",PROACTIVE,PRESENT_X;CANON,105;PRESENT_X;CANON,-,0.3768350258,,-
1744,do you do most of your work in studio or in the field,PROACTIVE,PRESENT_X;CANON,105;PRESENT_X;CANON,*,0.3768350258,,-
2585,so you noticed that annoying lag when you're trying to set up the phone thinks it knows better than you do,PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
2586,"you notice when you push the shutter on this, the effect is instant so just take a picture now and there is no lag",PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
1249,thousands,PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
1695,"no problem, you'll find a lot of different brands have similar cameras, a lot of shops will have the same camera too, it's a very popular automatic point-and-shoot, it's all about the picture not about the camera, here is a brochure in my name cud please come back anytime",PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
4623,"a lot, more than 100",PASSIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
558,okay if you'd like to step over here we can show you how it works and work through the operation with you,PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
1243,we have that service it,PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
859,so you're looking for a camera that's good in social situations maybe if you travel pics from time to time?,PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
1206,please by all means enjoy on your purchase,PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
989,"this camera is really good, it is only $68, it's incredibly light, feel it up pick it up feel the weights",PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
1461,"this is the kind of camera the most people get when they stop taking pictures with their phone, and say I just want one tool for one purpose, please pick it up, see how it feels take a picture if you like",PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
1687,i am surprise you admitted that one,PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
2000,it's a very popular color but I think we have two on the shelf,PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
1291,"depends on what sort of pictures you take, we have two very stylish affordable cameras, one is $68 and one is over $500",PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
1376,"it can also be said to be straightforward point and shoot so again very easy to use, please pick it up and take a picture with it",PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
4338,pardon,PASSIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
1941,and anytime you want to come in and testing if the cameras that's fine just go by,PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
4082,no we don't have any return policy,PASSIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
96,here it is over here is very nice shade,PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,*,0.0600035501,,BAD
3275,this camera is actually for novice user if you're looking for a pro camera that I can show you another camera,PASSIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
2001,yes we can organize a deposit and it will be ready hold that for 20% deposit,PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
1862,it has a similar senses your phone but a much better lens so the pictures are dramatically better,PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
1386,yes you can turn everybody green,PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
2559,Are they action pictures from the rock face,PROACTIVE,PRESENT_X;NIKON,106;PRESENT_X;NIKON,-,0.0600035501,,BAD
2454,"this has interchangeable lenses so there a lot of options for how you take with macro pictures, if he really wants to zoom in on insects or flowers or flower pots things like that if you want to get creative, choose the right lens use a magnifying filter this camera has those sorts of options",PROACTIVE,PRESENT_X;SONY,107;PRESENT_X;SONY,-,0.267712103,,-
4464,yes you can choose the filter so basically it's automatically done,PASSIVE,PRESENT_X;SONY,107;PRESENT_X;SONY,-,0.267712103,,-
4215,basically if you're familiar with Instagram it has the filters that Instagram have,PASSIVE,PRESENT_X;SONY,107;PRESENT_X;SONY,-,0.267712103,,-
4463,so basically when you take a picture of something then you can give a filter so it looks like a painting or like a drawing,PASSIVE,PRESENT_X;SONY,107;PRESENT_X;SONY,*,0.267712103,,-
2520,"we could package that up with some other things such as filters the camera case and so forth, maybe think about what other items you would like and we can put a quote together for you",PROACTIVE,PRESENT_X;SONY,107;PRESENT_X;SONY,-,0.267712103,,-
4416,Basically the artistic effect is more like making your pictures look like a filter so if you're using the correct filter your skin will be smoothen,PASSIVE,PRESENT_X;SONY,107;PRESENT_X;SONY,-,0.267712103,,-
1361,5 times and it's all set from inside the camera so there are no lenses that you have to change,PROACTIVE,PRESENT_X;NIKON,108;PRESENT_X;NIKON,-,0.335916549,,-
167,is has a basic 5 x optical zoom so if you want to set up your family photo you can adjust the frame very easily,PROACTIVE,PRESENT_X;NIKON,108;PRESENT_X;NIKON,-,0.335916549,,-
2310,it also has a 5 times zoom and a flip out screen so you can check your framing,PROACTIVE,PRESENT_X;NIKON,108;PRESENT_X;NIKON,*,0.335916549,,-
786,"the Sony you can actually change lenses, so you can have as the kind of Zoom that you what have you just have to buy that different lens to the kit lens its own, This is a limited to the installed lens which is a 5 times optical zoom",PROACTIVE,PRESENT_X;NIKON,108;PRESENT_X;NIKON,-,0.335916549,,-
18,it is a high end professional camera and you already was selling body only so we would talk about the lens separately the body itself is $2000,PROACTIVE,PRESENT_X;CANON,109;PRESENT_X;CANON,-,0.3953367323,,-
1832,"Yes it is, this is a camera that's gone to space ,to the depths of the ocean, this camera is used for a high end research applications, the camera body itself is top end, then the lens you can buy a range of lenses, we have some more consumer lens that can go with it, we also have a very good range of upper professional lenses",PROACTIVE,PRESENT_X;CANON,109;PRESENT_X;CANON,-,0.3953367323,,-
1513,okay this is a top end professional camera it will do everything you could possibly want to do creatively but the body alone is $2000 and then you have to buy lenses,PROACTIVE,PRESENT_X;CANON,109;PRESENT_X;CANON,-,0.3953367323,,-
605,it's an top end professional camera this camera body is $2000 but then you would have to buy lenses as well,PROACTIVE,PRESENT_X;CANON,109;PRESENT_X;CANON,*,0.3953367323,,-
1385,"but when you replay your pictures, you can find a special menu in there that gives you some options for whether or not you want to fix red eyes from the flash, change a person skin color, hair color, eye color, give them sunglasses, put kisses on their cheeks, all sort of things you've seen people do in photo booths and on facebook, that's all set through a very simple menu",PROACTIVE,PRESENT_X;NIKON,10;PRESENT_X;NIKON,-,0.2329334386,,-
2500,"what color are you eyes, yes I think the red one",PROACTIVE,PRESENT_X;NIKON,10;PRESENT_X;NIKON,-,0.2329334386,,-
2787,yes it has a black color,PASSIVE,PRESENT_X;NIKON,10;PRESENT_X;NIKON,-,0.2329334386,,-
3202,yes it comes in 4 other different colors purple pink black and red,PASSIVE,PRESENT_X;NIKON,10;PRESENT_X;NIKON,*,0.2329334386,,-
1991,"you seen how some people going to Photo Booth, they change everything about  people, they change skin color from blue to yellow, so they change hair color from orange to green, or they put in masks, these effects are built into the camera so that you can directly Facebook",PROACTIVE,PRESENT_X;NIKON,10;PRESENT_X;NIKON,-,0.2329334386,,-
2647,yes we actually have four different colors black grey pink and red,PASSIVE,PRESENT_X;NIKON,10;PRESENT_X;NIKON,-,0.2329334386,,-
883,can ask what color you might like?,PROACTIVE,PRESENT_X;NIKON,10;PRESENT_X;NIKON,-,0.2329334386,,-
1807,"here's my name card and we will organize for delivery, does it need to be gift wrapped",PROACTIVE,PRESENT_X;CANON,110;PRESENT_X;CANON,*,0.253192234,,-
900,"here is a spec sheet you might like to take with it and our card, come in anytime we're happy to work with with you figuring out the features of the camera when you're ready just let us know with that one up so you can give it a try",PROACTIVE,PRESENT_X;CANON,110;PRESENT_X;CANON,-,0.253192234,,-
1054,"we have a brochure with the full specifications and our card, if you would like that as well",PROACTIVE,PRESENT_X;CANON,110;PRESENT_X;CANON,-,0.253192234,,-
684,"this ranges from 50 iso up to 6400, I think if you had the old canon it's probably the same specification",PROACTIVE,PRESENT_X;CANON,110;PRESENT_X;CANON,-,0.253192234,,-
2111,take this brochure and here is my name card come back anytime if you want to test your old lenses as well and we can set you up in a corner and you can have further play,PROACTIVE,PRESENT_X;CANON,110;PRESENT_X;CANON,-,0.253192234,,-
1860,"please pick it up and take a picture, just have a little play with it if you like",PROACTIVE,PRESENT_X;NIKON,111;PRESENT_X;NIKON,*,0.3461179209,,-
2119,This is $68 and it includes the lens and pick up have a play see how quickly responds to pictures,PROACTIVE,PRESENT_X;NIKON,111;PRESENT_X;NIKON,-,0.3461179209,,-
2353,please switch it on and have a play,PROACTIVE,PRESENT_X;NIKON,111;PRESENT_X;NIKON,-,0.3461179209,,-
2129,"Have a  play with the optical zoom just here, zoom in zoom out, you can see how you can change the framing, the resolution doesn't change, you are still shooting 20 megapixel through the lens",PROACTIVE,PRESENT_X;NIKON,111;PRESENT_X;NIKON,-,0.3461179209,,-
1956,"Here is the optical zoom switch, so you can just have a little play with that see how it changes the framing",PROACTIVE,PRESENT_X;NIKON,111;PRESENT_X;NIKON,-,0.3461179209,,-
1282,the other cameras in the shop it is designed for travel and for high end photojournalist,PROACTIVE,PRESENT_X;NIKON,112;PRESENT_X;NIKON,-,0.3810995287,,-
2638,before this camera it is has a iso but it's not a high ISO,PASSIVE,PRESENT_X;NIKON,112;PRESENT_X;NIKON,*,0.3810995287,,-
3132,we have one high end camera which is this Canon camera but it only comes in manual mode,PASSIVE,PRESENT_X;NIKON,112;PRESENT_X;NIKON,-,0.3810995287,,-
943,"it's a top-end professional camera, so the prices has been very stable, they haven't gone up for about four or five years while the features have improved but they have never been changed",PROACTIVE,PRESENT_X;CANON,113;PRESENT_X;CANON,-,0.247775526,,-
112,guess that's why we have the other range of cameras for people who want to take the same grade shots but can accept some compromise in the higher-end features,PROACTIVE,PRESENT_X;CANON,113;PRESENT_X;CANON,-,0.247775526,,-
75,every manual setting you want is in this camera this is designed to be the complete camera it's number one there are some other similar cameras out there that have similar price and features,PROACTIVE,PRESENT_X;CANON,113;PRESENT_X;CANON,-,0.247775526,,-
2262,Yes that's right the nikon is a similar price,PROACTIVE,PRESENT_X;CANON,113;PRESENT_X;CANON,-,0.247775526,,-
1261,you'll see it weighs almost a kilogram so already the features are heavily built into the camera,PROACTIVE,PRESENT_X;CANON,113;PRESENT_X;CANON,*,0.247775526,,-
3233,bulb mode so you just press the shutter once and then you can leave it as long as you can and it takes all the exposure and then if you press it again it will turn off,PASSIVE,PRESENT_X;CANON,114;PRESENT_X;CANON,-,0.3557871804,,-
3987,"first it comes with 6400 ISO settings which is very high, also it comes with bulb mode so you can take unlimited length of exposure",PASSIVE,PRESENT_X;CANON,114;PRESENT_X;CANON,-,0.3557871804,,-
4023,"So with bulb mode is when you push the shutter, it takes the exposure and the next time you push it, it ends the exposure and takes a picture",PASSIVE,PRESENT_X;CANON,114;PRESENT_X;CANON,*,0.3557871804,,-
2600,"yes, one of the secrets of those pictures of going into a thing called bulb mode where you can have the shutter open for one minute, one hour, six hours, one week, if you want to and then have control so that you can stop it down so there's not too much light coming in",PROACTIVE,PRESENT_X;CANON,114;PRESENT_X;CANON,-,0.3557871804,,-
1444,"We have white in stock right now but perhaps you'd like to try taking a picture with it first feel how light it is it is,  only 120 grams",PROACTIVE,PRESENT_X;NIKON,115;PRESENT_X;NIKON,-,0.3540568137,,-
2911,as you can feel yourself is very light it's only 120 grams,PASSIVE,PRESENT_X;NIKON,115;PRESENT_X;NIKON,-,0.3540568137,,-
120,this camera is very light it's only 120 grams for instance the other more expensive camera over there is 470 grams,PROACTIVE,PRESENT_X;NIKON,115;PRESENT_X;NIKON,-,0.3540568137,,-
1636,It's only 120 grams,PROACTIVE,PRESENT_X;NIKON,115;PRESENT_X;NIKON,-,0.3540568137,,-
1766,you can see it's only 120 grams,PROACTIVE,PRESENT_X;NIKON,115;PRESENT_X;NIKON,-,0.3540568137,,-
1062,you can see how light it is it's only120 grams,PROACTIVE,PRESENT_X;NIKON,115;PRESENT_X;NIKON,-,0.3540568137,,-
472,it's very solid but it is only 120 grams it's designed for all the family to use safely would you like to take a picture with it,PROACTIVE,PRESENT_X;NIKON,115;PRESENT_X;NIKON,-,0.3540568137,,-
1482,pick it up and see how light it's only 120 grams,PROACTIVE,PRESENT_X;NIKON,115;PRESENT_X;NIKON,*,0.3540568137,,-
1293,it's only 120 grams please pick it up and take a picture to see how you feel with it,PROACTIVE,PRESENT_X;NIKON,115;PRESENT_X;NIKON,-,0.3540568137,,-
1888,"pick it up and take a few pictures if you like, it's only 120 grams",PROACTIVE,PRESENT_X;NIKON,115;PRESENT_X;NIKON,-,0.3540568137,,-
1553,pick it up see how light it is it's only 120 grams,PROACTIVE,PRESENT_X;NIKON,115;PRESENT_X;NIKON,-,0.3540568137,,-
172,it's only 128 in grams,PROACTIVE,PRESENT_X;NIKON,115;PRESENT_X;NIKON,-,0.3540568137,,-
1421,Are you traveling or is it photojournalism or artistic kind of the photo,PROACTIVE,FACE_TO_FACE;NONE,116;FACE_TO_FACE;NONE,-,0.5459968746,,-
933,can I ask what kind of pictures you take?,PROACTIVE,FACE_TO_FACE;NONE,116;FACE_TO_FACE;NONE,*,0.5459968746,,-
1691,it's the right tool for the for the right job you might say,PROACTIVE,PRESENT_X;NIKON,117;PRESENT_X;NIKON,*,0.2637318571,,-
671,"it's very easy to use, it has some options there if you want to try something different you can but most people just set it up so it's point and shoot",PROACTIVE,PRESENT_X;NIKON,117;PRESENT_X;NIKON,-,0.2637318571,,-
1150,from the widest right down to the most telescopic it's 5X,PROACTIVE,PRESENT_X;NIKON,117;PRESENT_X;NIKON,-,0.2637318571,,-
495,yes this is the right camera for your needs this corner is all about point and shoot cameras that are very easy to use and print to quite a large size,PROACTIVE,PRESENT_X;NIKON,117;PRESENT_X;NIKON,-,0.2637318571,,-
2465,"no problem just remember when you thinking about your father this camera point and shoot use this right away, that camera a lot of options for exploring photography in the future",PROACTIVE,PRESENT_X;NIKON,117;PRESENT_X;NIKON,-,0.2637318571,,-
791,"absolutely, if you set it up the right way which we can do for you here in the shop it's just point and shoot, if you want to be a little more creative there are some options in there but they're all set through a menu, it's impossible to fall into them accidentally",PROACTIVE,PRESENT_X;NIKON,117;PRESENT_X;NIKON,-,0.2637318571,,-
1225,credit card cash debit card,PROACTIVE,PRESENT_X;SONY,118;PRESENT_X;SONY,-,0.3208728962,,-
1929,"Here is a brochure that describes a camera more fully and you'll see it describes some of the technicalities about to camera also has a sample of the images that it's been used to create including some nightclub pictures, here is my name card, perhaps if you want to have a read and come back in tomorrow and we can discuss it further",PROACTIVE,PRESENT_X;SONY,118;PRESENT_X;SONY,-,0.3208728962,,-
721,please take this brochure find our cards attached to it come back anytime,PROACTIVE,PRESENT_X;SONY,118;PRESENT_X;SONY,*,0.3208728962,,-
1716,Here is a specs sheet and my name card,PROACTIVE,PRESENT_X;SONY,118;PRESENT_X;SONY,-,0.3208728962,,-
1786,"here is a brochure my name card so if you want to take him out for a coffee or something get something to start talking about before you come and see it, and I will get you a head in, maybe we can set it up here and you could take some test shot on our test chart ",PROACTIVE,PRESENT_X;SONY,118;PRESENT_X;SONY,-,0.3208728962,,-
1823,"It will be in stock for you tomorrow, if you want to come in and pick it up then, for now here is a spec sheet so that you can reread what's happening, and my business card",PROACTIVE,PRESENT_X;SONY,118;PRESENT_X;SONY,-,0.3208728962,,-
27,that's one of its strong points when we moved from film into digital there a lot of problems with trying to catch motion in a natural way in a lot of different things you see sometimes in digital photos have because of that this camera is one of the first to show good natural motion,PROACTIVE,PRESENT_X;CANON,119;PRESENT_X;CANON,-,0.3225107938,,-
290,but then sometimes your lens will have different settings that might affect that,PROACTIVE,PRESENT_X;CANON,119;PRESENT_X;CANON,*,0.3225107938,,-
2392,it's a completely different way of taking pictures of think,PROACTIVE,PRESENT_X;CANON,119;PRESENT_X;CANON,-,0.3225107938,,-
28,what sort of auto focus do you like it has a number of different ways of handing out of focus and processing information and it works all 61 different points on the sensor for each of those different modes,PROACTIVE,PRESENT_X;CANON,119;PRESENT_X;CANON,-,0.3225107938,,-
676,feel free to take some pictures for them,PROACTIVE,PRESENT_X;NIKON,11;PRESENT_X;NIKON,-,0.2452638139,,-
1635,pick it up and try taking a few pictures,PROACTIVE,PRESENT_X;NIKON,11;PRESENT_X;NIKON,-,0.2452638139,,-
225,can I ask her to the pictures you take,PROACTIVE,PRESENT_X;NIKON,11;PRESENT_X;NIKON,-,0.2452638139,,-
1524,pick it up take a few pictures with it if you like to see how it feels,PROACTIVE,PRESENT_X;NIKON,11;PRESENT_X;NIKON,-,0.2452638139,,-
147,and the pictures look great,PROACTIVE,PRESENT_X;NIKON,11;PRESENT_X;NIKON,-,0.2452638139,,-
1692,"pick it up and take some pictures with it, please",PROACTIVE,PRESENT_X;NIKON,11;PRESENT_X;NIKON,-,0.2452638139,,-
3153,you can take picture of anyone and it will enhance the pictures,PASSIVE,PRESENT_X;NIKON,11;PRESENT_X;NIKON,-,0.2452638139,,-
878,you're free to take some pictures with it if you like,PROACTIVE,PRESENT_X;NIKON,11;PRESENT_X;NIKON,-,0.2452638139,,-
146,would you like to take some pictures with it now,PROACTIVE,PRESENT_X;NIKON,11;PRESENT_X;NIKON,-,0.2452638139,,-
1040,"sure pick it up, take some pictures",PROACTIVE,PRESENT_X;NIKON,11;PRESENT_X;NIKON,-,0.2452638139,,-
1389,Certainly come back tomorrow bring your parents if you like and we'll have it all set up ready to go so you can take some pictures,PROACTIVE,PRESENT_X;NIKON,11;PRESENT_X;NIKON,-,0.2452638139,,-
1252,would you like to try some pictures with the first,PROACTIVE,PRESENT_X;NIKON,11;PRESENT_X;NIKON,-,0.2452638139,,-
253,would you like to pick it up and try taking some pictures,PROACTIVE,PRESENT_X;NIKON,11;PRESENT_X;NIKON,-,0.2452638139,,-
2461,please pick it up and take some pictures,PROACTIVE,PRESENT_X;NIKON,11;PRESENT_X;NIKON,*,0.2452638139,,-
1576,Please pick it up and take some pictures with it,PROACTIVE,PRESENT_X;NIKON,11;PRESENT_X;NIKON,-,0.2452638139,,-
4445,For a DSLR camera we only have this one but we also have a mirrorless camera but you can also have full manual control,PASSIVE,PRESENT_X;CANON,120;PRESENT_X;CANON,-,0.3401583052,,-
4566,"No because this one is a DSLR than it does cost a bit more, the mirrorless camera cost less actually",PASSIVE,PRESENT_X;CANON,120;PRESENT_X;CANON,-,0.3401583052,,-
3717,"Sure please follow me, this one is a full frame camera but this is a DSLR while the other one is a mirrorless camera",PASSIVE,PRESENT_X;CANON,120;PRESENT_X;CANON,-,0.3401583052,,-
3771,the main different is this DSLR it needs extra lenses while the mirrorless you don't have to buy any more lenses,PASSIVE,PRESENT_X;CANON,120;PRESENT_X;CANON,-,0.3401583052,,-
3862,"for DSLR we only have this one, but if you are aiming at manual settings only have mirrorless camera",PASSIVE,PRESENT_X;CANON,120;PRESENT_X;CANON,*,0.3401583052,,-
2593,no problem come back anytime and you can give it more testing over it make sure we put a pink one for you,PROACTIVE,PRESENT_X;NIKON,121;PRESENT_X;NIKON,-,0.4106041546,,-
1769,no problem look forward to seeing you again,PROACTIVE,PRESENT_X;NIKON,121;PRESENT_X;NIKON,-,0.4106041546,,-
1864,no problem come back anytime you like N,PROACTIVE,PRESENT_X;NIKON,121;PRESENT_X;NIKON,-,0.4106041546,,-
2502,no problem anytime,PROACTIVE,PRESENT_X;NIKON,121;PRESENT_X;NIKON,*,0.4106041546,,-
2234,no problem have a good afternoon,PROACTIVE,PRESENT_X;NIKON,121;PRESENT_X;NIKON,-,0.4106041546,,-
2086,no problem,PROACTIVE,PRESENT_X;NIKON,121;PRESENT_X;NIKON,-,0.4106041546,,-
1362,that's no problem ask all  the questions you need too that's fine,PROACTIVE,PRESENT_X;NIKON,121;PRESENT_X;NIKON,-,0.4106041546,,-
1065,no problem ,PROACTIVE,PRESENT_X;NIKON,121;PRESENT_X;NIKON,-,0.4106041546,,-
2360,no problem come back anytime it'll be great to see you again thank you,PROACTIVE,PRESENT_X;NIKON,121;PRESENT_X;NIKON,-,0.4106041546,,-
2051,this camera body is $2000 and then of course the lens will cost extra paper please pick it up see how it feels in your hands,PROACTIVE,PRESENT_X;CANON,122;PRESENT_X;CANON,*,0.4030768824,,-
