TIMESTAMP,TRIAL,SHOPKEEPER,SPATIAL_STATE,STATE_TARGET,CUSTOMER_TYPE,CUSTOMER_FROM_MOTION,CUSTOMER_TO_MOTION,CUSTOMER_LOCATION,SHOPKEEPER_FROM_MOTION,SHOPKEEPER_TO_MOTION,SHOPKEEPER_LOCATION,CUSTOMER_SPEECH,CUSTOMER_KEYWORDS,OUTPUT_SPATIAL_STATE,OUTPUT_STATE_TARGET,OUTPUT_CUSTOMER_FROM_MOTION,OUTPUT_CUSTOMER_TO_MOTION,OUTPUT_CUSTOMER_LOCATION,OUTPUT_SHOPKEEPER_FROM_MOTION,OUTPUT_SHOPKEEPER_TO_MOTION,OUTPUT_SHOPKEEPER_LOCATION,SHOPKEEPER_SPEECH,SHOPKEEPER_KEYWORDS,CLUSTER_ID_SHOPKEEPER,IS_BAD_CLUSTER_SHOPKEEPER,CLUSTER_ID_CUSTOMER,IS_BAD_CLUSTER_CUSTOMER
1435218586,132,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,that will be all thank you,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,thanks for your time please have a good afternoon,good afternoon;thanks;time,612;WAITING;NONE,-,36;PRESENT_X;NIKON,BAD
1435218646,133,PROACTIVE,WAITING,NONE,ADVANCED,DOOR,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-,0;WAITING;NONE,-
1435218652,133,PROACTIVE,WAITING,NONE,ADVANCED,CANON,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-,0;WAITING;NONE,-
1435218661,133,PROACTIVE,WAITING,NONE,ADVANCED,NIKON,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,SERVICE_COUNTER,CANON,CANON,NONE,NO_KEYWORD,0;PRESENT_X;CANON,-,0;WAITING;NONE,-
1435218664,133,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,SERVICE_COUNTER,CANON,CANON,excuse me,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,SERVICE_COUNTER,CANON,CANON,good afternoon how can I help,good afternoon,739;PRESENT_X;CANON,-,37;PRESENT_X;CANON,BAD
1435218672,133,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,how does this camera perform on low lighting,low lighting,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,this is one of the best cameras we have for low light because of 6400 ISO that's very little noise in the picture and it comes through in a very stable way,best cameras;stable way;low light;noise;ISO;picture,11;PRESENT_X;CANON,-,33;PRESENT_X;CANON,-
1435218693,133,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,what about the exposure what can it handle,exposure,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,anything,NO_KEYWORD,25;PRESENT_X;CANON,BAD,450;PRESENT_X;CANON,-
1435218701,133,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,how much Freedom do you have with this like what what can I set according to my liking,liking;Freedom,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,this is a top-end manual camera so really it's limited by your imagination as long as you are able to move your exposure around change your shutter speed or move to a bulb setting you have full control in all circumstances this cover off of that,top-end manual camera;shutter speed;bulb;imagination;circumstances;exposure;change;control;cover,208;PRESENT_X;CANON,-,3;PRESENT_X;CANON,BAD
1435218729,133,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,that sounds great what about the price,price,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,it is a high end professional camera and you already was selling body only so we would talk about the lens separately the body itself is $2000,professional camera;high end;lens;body,54;PRESENT_X;CANON,-,71;PRESENT_X;CANON,-
1435218748,133,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,I see do you have anything in this type that's a little more reasonably priced,type,PRESENT_X,SONY,NONE,NONE,CANON,CANON,SONY,SONY,yes of course you want to come and have a look at the Sony this is sold as a complete camera it's rather cheaper in some ways the performances different because you won't go so aggressively in low-light but at the same time it has a lot of creative control,complete camera;creative control;Sony;course;look;ways;performances;time,4;PRESENT_X;SONY,-,404;PRESENT_X;CANON,-
1435218781,133,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,and how much is this one,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,$550 for the amount of creative control excellent value for the amount of price point,excellent value;creative control;price point,773;PRESENT_X;SONY,-,639;PRESENT_X;SONY,-
1435218793,133,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,thank you for your help,help,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,thank you have a good afternoon,good afternoon,400;WAITING;NONE,-,146;PRESENT_X;SONY,-
1435218832,134,PROACTIVE,WAITING,NONE,ADVANCED,DOOR,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-,0;WAITING;NONE,-
1435218840,134,PROACTIVE,WAITING,NONE,ADVANCED,SONY,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-,0;WAITING;NONE,-
1435218853,134,PROACTIVE,WAITING,NONE,ADVANCED,NIKON,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,good afternoon I can see you have been admiring our cameras,good afternoon;cameras,464;PRESENT_X;CANON,-,0;WAITING;NONE,-
1435218869,134,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,good afternoon can you tell me more about this model,good afternoon;model,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,this is a high-end professional model you can see with selling a body only with talk about the lens separately because the people who buy this are looking for full creative control you can do anything you want photographically with this camera but it does come at a price,high-end professional model;creative control;lens;camera;body;talk;people;price,36;PRESENT_X;CANON,-,200;PRESENT_X;CANON,-
1435218893,134,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,how much does it weight,weight,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,the body alone is about 1 kilograms and then the lens can be anything from half a kilogram up to sky's the limit they also makes some lenses maybe 100 kilograms and some of them have this camera mount,kilograms;camera mount;kilogram;lens;limit;lenses;body;sky,393;PRESENT_X;CANON,-,522;PRESENT_X;CANON,-
1435218919,134,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,I see does it perform well with a lot of motion,motion,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,that's one of its strong points when we moved from film into digital there a lot of problems with trying to catch motion in a natural way in a lot of different things you see sometimes in digital photos have because of that this camera is one of the first to show good natural motion,strong points;different things;natural way;digital photos;motion;camera;film;problems,223;PRESENT_X;CANON,-,3;PRESENT_X;CANON,BAD
1435218956,134,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,is it equipped with autofocus,autofocus,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,what sort of auto focus do you like it has a number of different ways of handing out of focus and processing information and it works all 61 different points on the sensor for each of those different modes,different modes;auto focus;different ways;different points;sort;sensor;number;information,223;PRESENT_X;CANON,-,119;PRESENT_X;CANON,-
1435218978,134,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,great sounds like a great camera,great camera;great sounds,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,it is a fantastic camera can I ask what soda photography you do,fantastic camera;soda photography,620;PRESENT_X;CANON,-,207;PRESENT_X;CANON,-
1435218990,134,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,pretty much anything I like diversity I like taking pictures of different stuff so it sounds like a well-rounded camera that might suit my needs,well-rounded camera;different stuff;diversity;pictures;needs,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,yes it does actually sound that we have a lot of other cameras to perform at much lower price and still get a good picture but that I know when it says was it all with this total creative freedom would you like to talk about lenses the kind of lenses we carry that would go with this camera,total creative freedom;lower price;good picture;lenses;cameras;kind;camera,600;PRESENT_X;CANON,-,7;PRESENT_X;CANON,-
1435219025,134,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,I think I'll think a little bit more about this model first thank you for your help,little bit;model;help,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,before you go I have some information here to give you a few more details about the camera and some things we can read about that also there are some things from some of the competitors but you can maybe do some comparisons,competitors;comparisons;camera;things;information;details,558;PRESENT_X;CANON,-,43;PRESENT_X;CANON,-
1435219044,134,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,helpful thank you,helpful thank,WAITING,NONE,NONE,NONE,CANON,CANON,SERVICE_COUNTER,SERVICE_COUNTER,thank you please have a good afternoon,good afternoon,580;WAITING;NONE,-,274;PRESENT_X;CANON,-
1435219166,135,PROACTIVE,WAITING,NONE,NOVICE,DOOR,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-,0;WAITING;NONE,-
1435219174,135,PROACTIVE,WAITING,NONE,NOVICE,CANON,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-,0;WAITING;NONE,-
1435219179,135,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,SERVICE_COUNTER,NIKON,NIKON,excuse me,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,SERVICE_COUNTER,NIKON,NIKON,it's good afternoon how can I help,good afternoon,673;PRESENT_X;NIKON,-,596;PRESENT_X;NIKON,-
1435219185,135,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,how many colors this model came in,colors;model,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,this comes in 5 colors we have purple pink black silver and red color in stock now,pink black silver;red color;colors;stock,216;PRESENT_X;NIKON,-,364;PRESENT_X;NIKON,-
1435219202,135,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,I see how much does it cost,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,it's only $68,NO_KEYWORD,210;PRESENT_X;NIKON,-,652;PRESENT_X;NIKON,-
1435219215,135,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,powerful is it how many megapixels can it shoot,megapixels,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,20 megapixels so if you want to make large end large pictures feel wall for example you'll get a nice place for help,end large pictures;nice place;example;megapixels;wall;help,697;PRESENT_X;NIKON,-,204;PRESENT_X;NIKON,-
1435219232,135,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,does it have any preset mode ready to use,preset mode,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,this camera is built around preset mode it has a number of options for you can say what sort of location you're in and it will give you the best result that location to let you retouch and ship colors with some free sit there that look fantastic and very,preset mode;free sit;best result;sort;location;camera;number;options;colors,564;PRESENT_X;NIKON,-,725;PRESENT_X;NIKON,-
1435219261,135,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,is it hard to operate,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,it's a point-and-shoot camera so you have a small zoom control and a switch between still and video but after that it's very simple exposure and focus are automatic,small zoom control;point-and-shoot camera;switch;exposure;focus,517;PRESENT_X;NIKON,-,36;PRESENT_X;NIKON,BAD
1435219294,135,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,can I ask Allah to the photographs to take,Allah;photographs,682;PRESENT_X;NIKON,-,0;PRESENT_X;NIKON,-
1435219301,135,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,I need a camera that's easy to use but look at look attractive and reasonably priced,camera;look,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,this is probably the best camera shop that features everything you need we have some other excellent cameras the price goes up a lot on your choices for color and style get much smaller,best camera shop;excellent cameras;choices;price;color;style,564;PRESENT_X;NIKON,-,193;PRESENT_X;NIKON,-
1435219327,135,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,thank you for your information,information,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,thank you for your time have a good afternoon,good afternoon;time,412;PRESENT_X;NIKON,-,363;PRESENT_X;NIKON,-
1435219368,136,PROACTIVE,WAITING,NONE,ADVANCED,DOOR,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,good afternoon how can I help,good afternoon,480;PRESENT_X;SONY,-,0;WAITING;NONE,-
1435219389,136,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,can you tell me more about this camera,camera,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,yes it does so many things this is one of us seem close to use high end cameras it does a fantastic job in low-light it does a great job with movement,high end cameras;fantastic job;great job;things;movement,137;PRESENT_X;SONY,-,132;PRESENT_X;SONY,BAD
1435219410,136,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,sounds good how high does the iso go,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,the eye so it goes up to 3200 you can work in very low light conditions that will be very little noise you can actually produce a very clear picture in the evening,low light conditions;clear picture;evening;noise;eye,365;PRESENT_X;SONY,-,74;PRESENT_X;SONY,-
1435219431,136,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,what is exposure,exposure,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it will give you a long exposure up to 30 seconds,long exposure,476;PRESENT_X;SONY,-,332;PRESENT_X;SONY,-
1435219443,136,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,does it have any preset mode,preset mode,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it has 9 preset modes that let you take pictures according to the light at the location it's very easy to use,preset modes;pictures;light;location,396;PRESENT_X;SONY,-,210;PRESENT_X;SONY,-
1435219459,136,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,why is camera sounds great how much does it cost,camera,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it's only $550 the best value cameras at that price,best value cameras;price,773;PRESENT_X;SONY,-,132;PRESENT_X;SONY,BAD
1435219460,136,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,NONE,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,NONE,NO_KEYWORD,0;PRESENT_X;SONY,-,0;PRESENT_X;SONY,-
1435219472,136,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,I see that's a little steep how do you have anything in this range that's more affordable,range,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,can I ask what sort of pictures you take,sort;pictures,566;PRESENT_X;SONY,-,177;PRESENT_X;SONY,-
1435219485,136,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,I want a camera that's that has good performance but is practical to use,good performance;camera,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,hm a little tricky for the good performance and the practicality this is already the perfect camera we can go to something cheaper but they will be some sacrificing creativity,perfect camera;good performance;practicality;creativity,317;PRESENT_X;SONY,-,284;PRESENT_X;SONY,-
1435219516,136,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,NONE,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,I can show you the cheapest camera and we can talk about it,cheapest camera,799;PRESENT_X;SONY,-,0;PRESENT_X;SONY,-
1435219523,136,PROACTIVE,PRESENT_X,NIKON,ADVANCED,SONY,NIKON,NIKON,SONY,NIKON,NIKON,NONE,NO_KEYWORD,PRESENT_X,NIKON,SONY,NIKON,NIKON,SONY,NIKON,NIKON,that will give you some idea of how different cameras are placed in the market,different cameras;idea;market,764;PRESENT_X;NIKON,-,0;PRESENT_X;NIKON,-
1435219525,136,PROACTIVE,PRESENT_X,NIKON,ADVANCED,SONY,NIKON,NIKON,SONY,NIKON,NIKON,hm,hm,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,do you like to pick this camera up see how it feels,camera,253;PRESENT_X;NIKON,BAD,345;PRESENT_X;NIKON,-
1435219540,136,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,that is nice,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,one of the reasons it so light is it has a plastic lens the other camera has a glass lens so it's designed to be much lighter and easier to use for things like family portraits,family portraits;reasons;camera;plastic;glass;things,33;PRESENT_X;NIKON,BAD,386;PRESENT_X;NIKON,-
1435219555,136,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,wow and how much is this one,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,68 dollars,dollars,587;PRESENT_X;NIKON,-,544;PRESENT_X;NIKON,-
1435219565,136,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,oh I see okay thank you for your help,help,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,always a pleasure look forward to seeing next time have a good afternoon,good afternoon;pleasure look;time,109;WAITING;NONE,-,560;PRESENT_X;NIKON,-
1435219574,136,PROACTIVE,WAITING,NONE,ADVANCED,NIKON,DOOR,DOOR,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NIKON,DOOR,DOOR,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-,0;WAITING;NONE,-
1435219612,138,PROACTIVE,WAITING,NONE,ADVANCED,DOOR,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-,0;WAITING;NONE,-
1435219622,138,PROACTIVE,WAITING,NONE,ADVANCED,NIKON,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,good afternoon how can I help you today,good afternoon,392;PRESENT_X;SONY,-,0;WAITING;NONE,-
1435219642,138,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,hi is this camera good for low light pictures,low light pictures;camera,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,this is a fantastic camera for low light pictures that has an ISO that goes up to 3200 and its mirrorless so often you can have a problem when the mirror shakes the camera,low light pictures;fantastic camera;mirror;ISO;problem,176;PRESENT_X;SONY,-,730;PRESENT_X;SONY,-
1435219663,138,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,NONE,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,this is designed to stop that problem,problem,391;PRESENT_X;SONY,-,0;PRESENT_X;SONY,-
1435219671,138,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,oh how about the sensor size,sensor size,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,this is an aps-c sensor so it's a little bit cramped compared to the way some people think of a 35 millimeter sensor but it's getting very technical for a digital camera it's quite big,millimeter sensor;aps-c sensor;little bit;digital camera;way;people,138;PRESENT_X;SONY,-,374;PRESENT_X;SONY,-
1435219695,138,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,I see actually I'm looking for something a little bit more advanced than this one do you have anything like that,little bit,PRESENT_X,CANON,NONE,NONE,SONY,SONY,CANON,CANON,we have the top-end Canon 5d Mark 3 so here it gives you full creative control with full manual settings,top-end Canon;manual settings;creative control;Mark,142;PRESENT_X;CANON,-,285;PRESENT_X;SONY,-
1435219716,138,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,oh that sounds great can you tell me more about it,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,true it's the kind of camera that goes to the moon NASA is designed lenses that would go with this camera that gives you fantastic low light control,fantastic low light;moon NASA;camera;lenses;kind;control,600;PRESENT_X;CANON,-,643;PRESENT_X;CANON,-
1435219735,138,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,is it Chevy,Chevy,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,yes it is if weighs 1 kilogram and when you add a lens it's even heavier,kilogram;weighs,393;PRESENT_X;CANON,-,3;PRESENT_X;CANON,BAD
